R_N2,R_O2,R_O2,E1,E2
1.511781e+00,4.784404e+00,4.784404e+00,3.375245e+02,3.131385e+02
1.700754e+00,4.800239e+00,4.800239e+00,1.150938e+02,8.956340e+01
1.889726e+00,4.817875e+00,4.817875e+00,2.447410e+01,-2.283200e+00
2.078699e+00,4.837293e+00,4.837293e+00,2.955300e+00,-2.495700e+01
2.267671e+00,4.858471e+00,4.858471e+00,1.600760e+01,-1.292130e+01
2.456644e+00,4.881386e+00,4.881386e+00,4.457590e+01,1.479940e+01
2.645617e+00,4.906014e+00,4.906014e+00,7.805410e+01,4.764320e+01
2.834589e+00,4.932330e+00,4.932330e+00,1.107992e+02,7.985160e+01
3.023562e+00,4.960306e+00,4.960306e+00,1.400660e+02,1.083922e+02
3.212534e+00,4.989915e+00,4.989915e+00,1.647390e+02,1.317212e+02
3.401507e+00,5.021127e+00,5.021127e+00,1.845393e+02,1.492337e+02
3.590480e+00,5.053913e+00,5.053913e+00,2.011271e+02,1.719827e+02
3.779452e+00,5.088243e+00,5.088243e+00,2.191028e+02,1.757426e+02
4.157397e+00,5.161409e+00,5.161409e+00,2.271703e+02,1.966785e+02
1.511781e+00,4.971093e+00,4.971093e+00,3.365562e+02,3.118924e+02
1.700754e+00,4.986335e+00,4.986335e+00,1.140754e+02,8.822510e+01
1.889726e+00,5.003315e+00,5.003315e+00,2.343380e+01,-3.685000e+00
2.078699e+00,5.022016e+00,5.022016e+00,1.976600e+00,-2.639700e+01
2.267671e+00,5.042418e+00,5.042418e+00,1.510070e+01,-1.430220e+01
2.456644e+00,5.064501e+00,5.064501e+00,4.374610e+01,1.346140e+01
2.645617e+00,5.088243e+00,5.088243e+00,7.730730e+01,4.636370e+01
2.834589e+00,5.113621e+00,5.113621e+00,1.101329e+02,7.864330e+01
3.023562e+00,5.140611e+00,5.140611e+00,1.394653e+02,1.072641e+02
3.212534e+00,5.169187e+00,5.169187e+00,1.641793e+02,1.306768e+02
3.401507e+00,5.199323e+00,5.199323e+00,1.840023e+02,1.482701e+02
3.590480e+00,5.230993e+00,5.230993e+00,2.006011e+02,1.709333e+02
1.511781e+00,5.344953e+00,5.344953e+00,3.354512e+02,3.104515e+02
1.700754e+00,5.359131e+00,5.359131e+00,1.129004e+02,8.666250e+01
1.889726e+00,5.374934e+00,5.374934e+00,2.222370e+01,-5.335600e+00
2.078699e+00,5.392346e+00,5.392346e+00,7.598000e-01,-2.810560e+01
2.267671e+00,5.411352e+00,5.411352e+00,1.401390e+01,-1.600670e+01
2.456644e+00,5.431935e+00,5.431935e+00,4.274630e+01,1.183210e+01
2.645617e+00,5.454078e+00,5.454078e+00,7.640180e+01,4.479510e+01
2.834589e+00,5.477762e+00,5.477762e+00,1.093186e+02,7.715220e+01
3.023562e+00,5.502966e+00,5.502966e+00,1.387234e+02,1.058637e+02
3.212534e+00,5.529669e+00,5.529669e+00,1.634791e+02,1.293747e+02
3.401507e+00,5.557851e+00,5.557851e+00,1.833232e+02,1.470662e+02
3.590480e+00,5.587489e+00,5.587489e+00,1.984001e+02,1.591551e+02
3.779452e+00,5.618560e+00,5.618560e+00,2.101473e+02,1.668906e+02
7.558904e+00,6.502416e+00,6.502416e+00,2.271846e+02,1.721928e+02
8.503768e+00,6.787906e+00,6.787906e+00,2.281824e+02,1.720542e+02
9.448631e+00,7.093399e+00,7.093399e+00,2.285392e+02,1.719831e+02
1.039349e+01,7.416423e+00,7.416423e+00,2.286251e+02,1.719482e+02
1.133836e+01,7.754788e+00,7.754788e+00,2.278418e+02,1.719366e+02
1.511781e+00,5.719349e+00,5.719349e+00,3.349483e+02,3.097768e+02
1.700754e+00,5.732602e+00,5.732602e+00,1.123615e+02,8.592410e+01
1.889726e+00,5.747378e+00,5.747378e+00,2.166540e+01,-6.122900e+00
2.078699e+00,5.763665e+00,5.763665e+00,1.959000e-01,-2.892810e+01
2.267671e+00,5.781450e+00,5.781450e+00,1.346580e+01,-1.685100e+01
2.456644e+00,5.800721e+00,5.800721e+00,4.227010e+01,1.100380e+01
2.645617e+00,5.821461e+00,5.821461e+00,7.597080e+01,4.400840e+01
2.834589e+00,5.843655e+00,5.843655e+00,1.089309e+02,7.639940e+01
3.023562e+00,5.867288e+00,5.867288e+00,1.383680e+02,1.051523e+02
3.212534e+00,5.892341e+00,5.892341e+00,1.631392e+02,1.287104e+02
3.401507e+00,5.918796e+00,5.918796e+00,1.829888e+02,1.464506e+02
3.590480e+00,5.946635e+00,5.946635e+00,1.980737e+02,1.585808e+02
3.779452e+00,5.975839e+00,5.975839e+00,2.098248e+02,1.664315e+02
7.558904e+00,6.813504e+00,6.813504e+00,2.283200e+02,1.719398e+02
8.503768e+00,7.086473e+00,7.086473e+00,2.278917e+02,1.719984e+02
9.448631e+00,7.379616e+00,7.379616e+00,2.283048e+02,1.719571e+02
1.039349e+01,7.690628e+00,7.690628e+00,2.284272e+02,1.719372e+02
1.133836e+01,8.017429e+00,8.017429e+00,2.285153e+02,1.719279e+02
1.511781e+00,6.657095e+00,6.657095e+00,3.346016e+02,3.092714e+02
1.700754e+00,6.668484e+00,6.668484e+00,1.119930e+02,8.536990e+01
1.889726e+00,6.681191e+00,6.681191e+00,2.128490e+01,-6.718800e+00
2.078699e+00,6.695207e+00,6.695207e+00,-1.878000e-01,-2.955800e+01
2.267671e+00,6.710524e+00,6.710524e+00,1.308720e+01,-1.750570e+01
2.456644e+00,6.727133e+00,6.727133e+00,4.191390e+01,1.033480e+01
2.645617e+00,6.745025e+00,6.745025e+00,7.566700e+01,4.335040e+01
2.834589e+00,6.764190e+00,6.764190e+00,1.086727e+02,7.577350e+01
3.023562e+00,6.784617e+00,6.784617e+00,1.381367e+02,1.045612e+02
3.212534e+00,6.806294e+00,6.806294e+00,1.629147e+02,1.281540e+02
3.401507e+00,6.829210e+00,6.829210e+00,1.828726e+02,1.450996e+02
3.590480e+00,6.853352e+00,6.853352e+00,1.981847e+02,1.570894e+02
3.779452e+00,6.878707e+00,6.878707e+00,2.088039e+02,1.646208e+02
7.558904e+00,7.617730e+00,7.617730e+00,2.271683e+02,1.719246e+02
8.503768e+00,7.862828e+00,7.862828e+00,2.273475e+02,1.719347e+02
9.448631e+00,8.128019e+00,8.128019e+00,2.277673e+02,1.719282e+02
1.039349e+01,8.411404e+00,8.411404e+00,2.284175e+02,1.719173e+02
1.133836e+01,8.711207e+00,8.711207e+00,2.284244e+02,1.719205e+02
1.511781e+00,7.596605e+00,7.596605e+00,3.345688e+02,3.091958e+02
1.700754e+00,7.606588e+00,7.606588e+00,1.119590e+02,8.528520e+01
1.889726e+00,7.617730e+00,7.617730e+00,2.125170e+01,-6.811000e+00
2.078699e+00,7.630025e+00,7.630025e+00,-2.182000e-01,-2.965650e+01
2.267671e+00,7.643469e+00,7.643469e+00,1.306100e+01,-1.760890e+01
2.456644e+00,7.658055e+00,7.658055e+00,4.189320e+01,1.022900e+01
2.645617e+00,7.673777e+00,7.673777e+00,7.565240e+01,4.324390e+01
2.834589e+00,7.690628e+00,7.690628e+00,1.086639e+02,7.566890e+01
3.023562e+00,7.708600e+00,7.708600e+00,1.381348e+02,1.044610e+02
3.212534e+00,7.727686e+00,7.727686e+00,1.629140e+02,1.280611e+02
3.401507e+00,7.747877e+00,7.747877e+00,1.834675e+02,1.608615e+02
3.590480e+00,7.769165e+00,7.769165e+00,1.978381e+02,1.580397e+02
3.779452e+00,7.791540e+00,7.791540e+00,2.117370e+02,1.656400e+02
4.157397e+00,7.839517e+00,7.839517e+00,2.215388e+02,1.723160e+02
8.503768e+00,8.672690e+00,8.672690e+00,2.244322e+02,1.719212e+02
9.448631e+00,8.913820e+00,8.913820e+00,2.262275e+02,1.719209e+02
1.039349e+01,9.172961e+00,9.172961e+00,2.282770e+02,1.719213e+02
1.133836e+01,9.448631e+00,9.448631e+00,2.282770e+02,1.719213e+02
1.511782e+00,1.456824e+00,2.482446e+00,1.242697e+03,1.246951e+03
1.700753e+00,1.421828e+00,2.562580e+00,1.047845e+03,1.052839e+03
1.889724e+00,1.392375e+00,2.643662e+00,9.762203e+02,9.775955e+02
2.078700e+00,1.368822e+00,2.725610e+00,9.479691e+02,9.469567e+02
2.267671e+00,1.351480e+00,2.808344e+00,9.449969e+02,9.418918e+02
2.456642e+00,1.340589e+00,2.891798e+00,9.434101e+02,9.400417e+02
2.645618e+00,1.336306e+00,2.975914e+00,9.341212e+02,9.286070e+02
2.834589e+00,1.338694e+00,3.060633e+00,9.079431e+02,9.042389e+02
3.023560e+00,1.347719e+00,3.145908e+00,8.658727e+02,8.610735e+02
3.212536e+00,1.363249e+00,3.231698e+00,8.092231e+02,7.937566e+02
3.401506e+00,1.385064e+00,3.317959e+00,7.383027e+02,7.170578e+02
3.590477e+00,1.412874e+00,3.404656e+00,6.586807e+02,6.356512e+02
3.779453e+00,1.446334e+00,3.491759e+00,5.779762e+02,5.536143e+02
4.157395e+00,1.528652e+00,3.667058e+00,4.253968e+02,4.016754e+02
4.535342e+00,1.628834e+00,3.843656e+00,2.926699e+02,2.773212e+02
4.913289e+00,1.743801e+00,4.021379e+00,1.940438e+02,1.735234e+02
5.291231e+00,1.870829e+00,4.200082e+00,1.271816e+02,1.044687e+02
5.669177e+00,2.007632e+00,4.379649e+00,9.173440e+01,6.657880e+01
6.047124e+00,2.152346e+00,4.559977e+00,7.943980e+01,5.253400e+01
6.425071e+00,2.303481e+00,4.740978e+00,8.304630e+01,5.476820e+01
6.803013e+00,2.459851e+00,4.922576e+00,9.627120e+01,6.689820e+01
7.180960e+00,2.620523e+00,5.104712e+00,1.145687e+02,8.410060e+01
7.558907e+00,2.784750e+00,5.287328e+00,1.342747e+02,1.029610e+02
8.503766e+00,3.207260e+00,5.745662e+00,1.789648e+02,1.436167e+02
9.448631e+00,3.642060e+00,6.206113e+00,2.077418e+02,1.642570e+02
1.511782e+00,1.634089e+00,2.667297e+00,8.862819e+02,8.895148e+02
1.700753e+00,1.595073e+00,2.746635e+00,6.643589e+02,6.690288e+02
1.889724e+00,1.560807e+00,2.826904e+00,5.730272e+02,5.769559e+02
2.078700e+00,1.531612e+00,2.908030e+00,5.488232e+02,5.520447e+02
2.267671e+00,1.507782e+00,2.989939e+00,5.477231e+02,5.492397e+02
2.456642e+00,1.489576e+00,3.072570e+00,5.541018e+02,5.542540e+02
2.645618e+00,1.477200e+00,3.155868e+00,5.611727e+02,5.604382e+02
2.834589e+00,1.470802e+00,3.239779e+00,5.613198e+02,5.568138e+02
3.023560e+00,1.470460e+00,3.324257e+00,5.460798e+02,5.395337e+02
3.212536e+00,1.476178e+00,3.409262e+00,5.233398e+02,5.141617e+02
3.401506e+00,1.487886e+00,3.494752e+00,4.957297e+02,4.780969e+02
3.590477e+00,1.505445e+00,3.580695e+00,4.579712e+02,4.390798e+02
3.779453e+00,1.528653e+00,3.667060e+00,4.166968e+02,3.968580e+02
4.157395e+00,1.590967e+00,3.840933e+00,3.320277e+02,3.109224e+02
4.535342e+00,1.672421e+00,4.016173e+00,2.491266e+02,2.309688e+02
4.913289e+00,1.770377e+00,4.192606e+00,1.761590e+02,1.540483e+02
5.291231e+00,1.882257e+00,4.370085e+00,1.228127e+02,9.839000e+01
5.669177e+00,2.005735e+00,4.548493e+00,9.142500e+01,6.534290e+01
6.047124e+00,2.138803e+00,4.727722e+00,7.914400e+01,5.170140e+01
6.425071e+00,2.279782e+00,4.907682e+00,8.117770e+01,5.257080e+01
6.803013e+00,2.427292e+00,5.088293e+00,9.262640e+01,6.303700e+01
7.180960e+00,2.580216e+00,5.269493e+00,1.093682e+02,7.895000e+01
7.558907e+00,2.737646e+00,5.451221e+00,1.283168e+02,9.712900e+01
8.503766e+00,3.146448e+00,5.907526e+00,1.733057e+02,1.387611e+02
9.448631e+00,3.570989e+00,6.366186e+00,2.043453e+02,1.621900e+02
1.511782e+00,1.813721e+00,2.852688e+00,6.366059e+02,6.317432e+02
1.700753e+00,1.771536e+00,2.931315e+00,4.331030e+02,4.409414e+02
1.889724e+00,1.733480e+00,3.010854e+00,3.429993e+02,3.477469e+02
2.078700e+00,1.699828e+00,3.091237e+00,3.065489e+02,3.095941e+02
2.267671e+00,1.670850e+00,3.172396e+00,3.045359e+02,3.070157e+02
2.456642e+00,1.646789e+00,3.254273e+00,3.169880e+02,3.161662e+02
2.645618e+00,1.627866e+00,3.336820e+00,3.223716e+02,3.198091e+02
2.834589e+00,1.614260e+00,3.419982e+00,3.268051e+02,3.245032e+02
3.023560e+00,1.606106e+00,3.503719e+00,3.252110e+02,3.225390e+02
3.212536e+00,1.603488e+00,3.587992e+00,3.202865e+02,3.170675e+02
3.401506e+00,1.606433e+00,3.672759e+00,3.116217e+02,3.077255e+02
3.590477e+00,1.614910e+00,3.757991e+00,3.007956e+02,2.945016e+02
3.779453e+00,1.628834e+00,3.843657e+00,2.853653e+02,2.817904e+02
4.157395e+00,1.672421e+00,4.016172e+00,2.470430e+02,2.420078e+02
4.535342e+00,1.735600e+00,4.190110e+00,1.984261e+02,1.777953e+02
4.913289e+00,1.816328e+00,4.365298e+00,1.505752e+02,1.270485e+02
5.291231e+00,1.912381e+00,4.541589e+00,1.124536e+02,8.718880e+01
5.669177e+00,2.021579e+00,4.718863e+00,8.842230e+01,6.184630e+01
6.047124e+00,2.141911e+00,4.897013e+00,7.849950e+01,5.078600e+01
6.425071e+00,2.271609e+00,5.075946e+00,8.029420e+01,5.156030e+01
6.803013e+00,2.409159e+00,5.255579e+00,9.051620e+01,6.088860e+01
7.180960e+00,2.553294e+00,5.435848e+00,1.059484e+02,7.554820e+01
7.558907e+00,2.702962e+00,5.616690e+00,1.239151e+02,9.280410e+01
8.503766e+00,3.095993e+00,6.070956e+00,1.683559e+02,1.343910e+02
9.448631e+00,3.508667e+00,6.527805e+00,2.009901e+02,1.600239e+02
1.039350e+01,3.934806e+00,6.986726e+00,2.174841e+02,1.690321e+02
1.511782e+00,1.995079e+00,3.038520e+00,4.996139e+02,5.019341e+02
1.700753e+00,1.950345e+00,3.116510e+00,2.850824e+02,2.875898e+02
1.889724e+00,1.909242e+00,3.195391e+00,2.021836e+02,2.053478e+02
2.078700e+00,1.872009e+00,3.275100e+00,1.731153e+02,1.777793e+02
2.267671e+00,1.838883e+00,3.355574e+00,1.646188e+02,1.682836e+02
2.456642e+00,1.810087e+00,3.436761e+00,1.725331e+02,1.745019e+02
2.645618e+00,1.785832e+00,3.518615e+00,1.766446e+02,1.746859e+02
2.834589e+00,1.766304e+00,3.601085e+00,1.810413e+02,1.771997e+02
3.023560e+00,1.751663e+00,3.684132e+00,1.853841e+02,1.796413e+02
3.212536e+00,1.742030e+00,3.767721e+00,1.885043e+02,1.810155e+02
3.401506e+00,1.737490e+00,3.851811e+00,1.897973e+02,1.807819e+02
3.590477e+00,1.738082e+00,3.936373e+00,1.888811e+02,1.784776e+02
3.779453e+00,1.743801e+00,4.021379e+00,1.855629e+02,1.736862e+02
4.157395e+00,1.770376e+00,4.192605e+00,1.718218e+02,1.557765e+02
4.535342e+00,1.816327e+00,4.365297e+00,1.505084e+02,1.280704e+02
4.913289e+00,1.880234e+00,4.539287e+00,1.233135e+02,9.864160e+01
5.291231e+00,1.960340e+00,4.714428e+00,9.968320e+01,7.364770e+01
5.669177e+00,2.054753e+00,4.890601e+00,8.401970e+01,5.693090e+01
6.047124e+00,2.161599e+00,5.067696e+00,7.781390e+01,4.977830e+01
6.425071e+00,2.279130e+00,5.245621e+00,8.041730e+01,5.150170e+01
6.803013e+00,2.405778e+00,5.424290e+00,8.998280e+01,6.027030e+01
7.180960e+00,2.540183e+00,5.603638e+00,1.042663e+02,7.384530e+01
7.558907e+00,2.681178e+00,5.783599e+00,1.211420e+02,9.006350e+01
8.503766e+00,3.056409e+00,6.235831e+00,1.643174e+02,1.307508e+02
9.448631e+00,3.455568e+00,6.690857e+00,1.975293e+02,1.576296e+02
1.039350e+01,3.871259e+00,7.148142e+00,2.158824e+02,1.683532e+02
1.511782e+00,2.177732e+00,3.224717e+00,4.305994e+02,4.327319e+02
1.700753e+00,2.130909e+00,3.302133e+00,2.105733e+02,2.134907e+02
1.889724e+00,2.087314e+00,3.380417e+00,1.177013e+02,1.212909e+02
2.078700e+00,2.047155e+00,3.459513e+00,8.955140e+01,9.782370e+01
2.267671e+00,2.010637e+00,3.539361e+00,8.813950e+01,9.500360e+01
2.456642e+00,1.977963e+00,3.619915e+00,9.539230e+01,9.807250e+01
2.645618e+00,1.949324e+00,3.701129e+00,9.796620e+01,9.678610e+01
2.834589e+00,1.924903e+00,3.782958e+00,1.020963e+02,9.874260e+01
3.023560e+00,1.904860e+00,3.865364e+00,1.072326e+02,1.016336e+02
3.212536e+00,1.889335e+00,3.948314e+00,1.122076e+02,1.044259e+02
3.401506e+00,1.878440e+00,4.031769e+00,1.164608e+02,1.066433e+02
3.590477e+00,1.872256e+00,4.115701e+00,1.196428e+02,1.078808e+02
3.779453e+00,1.870830e+00,4.200084e+00,1.214935e+02,1.077052e+02
4.157395e+00,1.882257e+00,4.370086e+00,1.201469e+02,1.020265e+02
4.535342e+00,1.912381e+00,4.541589e+00,1.180925e+02,9.463000e+01
4.913289e+00,1.960341e+00,4.714429e+00,1.022057e+02,7.738750e+01
5.291231e+00,2.024867e+00,4.888461e+00,8.878350e+01,6.319730e+01
5.669177e+00,2.104438e+00,5.063566e+00,8.016300e+01,5.383800e+01
6.047124e+00,2.197421e+00,5.239635e+00,7.771500e+01,5.064900e+01
6.425071e+00,2.302190e+00,5.416573e+00,8.156060e+01,5.376690e+01
6.803013e+00,2.417211e+00,5.594297e+00,9.095860e+01,6.111090e+01
7.180960e+00,2.541097e+00,5.772737e+00,1.042776e+02,7.379210e+01
7.558907e+00,2.672612e+00,5.951828e+00,1.200260e+02,8.893610e+01
8.503766e+00,3.028121e+00,6.402037e+00,1.613504e+02,1.280367e+02
9.448631e+00,3.412122e+00,6.855240e+00,1.946973e+02,1.556176e+02
1.039350e+01,3.816021e+00,7.310878e+00,2.141513e+02,1.675135e+02
1.511782e+00,2.361380e+00,3.411220e+00,3.942654e+02,3.963019e+02
1.700753e+00,2.312816e+00,3.488116e+00,1.718807e+02,1.751211e+02
1.889724e+00,2.267152e+00,3.565858e+00,7.708410e+01,8.147140e+01
2.078700e+00,2.224564e+00,3.644393e+00,4.728780e+01,5.701990e+01
2.267671e+00,2.185236e+00,3.723668e+00,4.875180e+01,5.870810e+01
2.456642e+00,2.149344e+00,3.803637e+00,5.646200e+01,6.518830e+01
2.645618e+00,2.117063e+00,3.884261e+00,6.208670e+01,6.156000e+01
2.834589e+00,2.088562e+00,3.965495e+00,6.566480e+01,6.269410e+01
3.023560e+00,2.063996e+00,4.047304e+00,7.048550e+01,6.418960e+01
3.212536e+00,2.043508e+00,4.129656e+00,7.539070e+01,6.653010e+01
3.401506e+00,2.027221e+00,4.212516e+00,7.986710e+01,6.855510e+01
3.590477e+00,2.015237e+00,4.295856e+00,8.370460e+01,7.072010e+01
3.779453e+00,2.007632e+00,4.379650e+00,8.677140e+01,7.142690e+01
4.157395e+00,2.005735e+00,4.548492e+00,8.994400e+01,6.947050e+01
4.535342e+00,2.021579e+00,4.718864e+00,8.862290e+01,6.450030e+01
4.913289e+00,2.054753e+00,4.890602e+00,8.441050e+01,5.833840e+01
5.291231e+00,2.104438e+00,5.063565e+00,7.996690e+01,5.279260e+01
5.669177e+00,2.169500e+00,5.237637e+00,7.757250e+01,4.961930e+01
6.047124e+00,2.248605e+00,5.412709e+00,7.891220e+01,5.010370e+01
6.425071e+00,2.340330e+00,5.588687e+00,8.422310e+01,5.478790e+01
6.803013e+00,2.443251e+00,5.765484e+00,9.349740e+01,6.346480e+01
7.180960e+00,2.556019e+00,5.943034e+00,1.059638e+02,7.536770e+01
7.558907e+00,2.677389e+00,6.121267e+00,1.205689e+02,8.942210e+01
8.503766e+00,3.011448e+00,6.569474e+00,1.595693e+02,1.263884e+02
9.448631e+00,3.378701e+00,7.020861e+00,1.923871e+02,1.539250e+02
1.039350e+01,3.769457e+00,7.474849e+00,2.125979e+02,1.667398e+02
1.511782e+00,2.545807e+00,3.597980e+00,3.763972e+02,3.782358e+02
1.700753e+00,2.495774e+00,3.674404e+00,1.533918e+02,1.566439e+02
1.889724e+00,2.448366e+00,3.751651e+00,5.858950e+01,6.330300e+01
2.078700e+00,2.403737e+00,3.829673e+00,2.910660e+01,3.963190e+01
2.267671e+00,2.362048e+00,3.908420e+00,3.862130e+01,4.597660e+01
2.456642e+00,2.323455e+00,3.987851e+00,4.462590e+01,5.143580e+01
2.645618e+00,2.288115e+00,4.067927e+00,5.207950e+01,5.091910e+01
2.834589e+00,2.256181e+00,4.148608e+00,5.559330e+01,5.258170e+01
3.023560e+00,2.227800e+00,4.229860e+00,6.021540e+01,5.362040e+01
3.212536e+00,2.203107e+00,4.311654e+00,6.472970e+01,5.527730e+01
3.401506e+00,2.182231e+00,4.393955e+00,6.868380e+01,5.649690e+01
3.590477e+00,2.165280e+00,4.476738e+00,7.197740e+01,5.789850e+01
3.779453e+00,2.152346e+00,4.559977e+00,7.464560e+01,5.802170e+01
4.157395e+00,2.138803e+00,4.727720e+00,7.922640e+01,5.624170e+01
4.535342e+00,2.141911e+00,4.897013e+00,8.333350e+01,5.786410e+01
4.913289e+00,2.161599e+00,5.067696e+00,8.021430e+01,5.396350e+01
5.291231e+00,2.197420e+00,5.239633e+00,7.868400e+01,5.186040e+01
5.669177e+00,2.248605e+00,5.412708e+00,7.920150e+01,5.185870e+01
6.047124e+00,2.314134e+00,5.586814e+00,8.235450e+01,5.457840e+01
6.425071e+00,2.392829e+00,5.761857e+00,8.862590e+01,5.886510e+01
6.803013e+00,2.483437e+00,5.937751e+00,9.772540e+01,6.746250e+01
7.180960e+00,2.584708e+00,6.114428e+00,1.093297e+02,7.857710e+01
7.558907e+00,2.695440e+00,6.291820e+00,1.227537e+02,9.150220e+01
8.503766e+00,3.006584e+00,6.738051e+00,1.590405e+02,1.258865e+02
9.448631e+00,3.355606e+00,7.187634e+00,1.907232e+02,1.526779e+02
1.039350e+01,3.731892e+00,7.639974e+00,2.112318e+02,1.660275e+02
1.511782e+00,2.730856e+00,3.784960e+00,3.678349e+02,3.703244e+02
1.700753e+00,2.679567e+00,3.860953e+00,1.449171e+02,1.489231e+02
1.889724e+00,2.630672e+00,3.937747e+00,5.136240e+01,6.943520e+01
2.078700e+00,2.584307e+00,4.015297e+00,2.405770e+01,4.211410e+01
2.267671e+00,2.540612e+00,4.093557e+00,3.645600e+01,4.140860e+01
2.456642e+00,2.499726e+00,4.172490e+00,4.333590e+01,4.644040e+01
2.645618e+00,2.461788e+00,4.252058e+00,5.411950e+01,5.663130e+01
2.834589e+00,2.426939e+00,4.332224e+00,6.058390e+01,5.661010e+01
3.023560e+00,2.395313e+00,4.412957e+00,6.554730e+01,5.820010e+01
3.212536e+00,2.367037e+00,4.494228e+00,6.993210e+01,5.964280e+01
3.401506e+00,2.342234e+00,4.576005e+00,7.345310e+01,6.030840e+01
3.590477e+00,2.321016e+00,4.658262e+00,7.607700e+01,6.095780e+01
3.779453e+00,2.303480e+00,4.740978e+00,7.796570e+01,6.023400e+01
4.157395e+00,2.279781e+00,4.907680e+00,8.004470e+01,5.716820e+01
4.535342e+00,2.271608e+00,5.075945e+00,7.951090e+01,5.903060e+01
4.913289e+00,2.279129e+00,5.245620e+00,8.066640e+01,5.662900e+01
5.291231e+00,2.302189e+00,5.416571e+00,8.216840e+01,5.343030e+01
5.669177e+00,2.340329e+00,5.588685e+00,8.450940e+01,5.524860e+01
6.047124e+00,2.392829e+00,5.761856e+00,8.873220e+01,5.903210e+01
6.425071e+00,2.458768e+00,5.935991e+00,9.513030e+01,6.499120e+01
6.803013e+00,2.537098e+00,6.111005e+00,1.037516e+02,7.320420e+01
7.180960e+00,2.626713e+00,6.286830e+00,1.143717e+02,8.341510e+01
7.558907e+00,2.726499e+00,6.463397e+00,1.265388e+02,9.513150e+01
8.503766e+00,3.013584e+00,6.907683e+00,1.597823e+02,1.265523e+02
9.448631e+00,3.343049e+00,7.355480e+00,1.897959e+02,1.519711e+02
1.039350e+01,3.703600e+00,7.806182e+00,2.101332e+02,1.654338e+02
1.511782e+00,2.916409e+00,3.972128e+00,3.870122e+02,3.831313e+02
1.700753e+00,2.864034e+00,4.047727e+00,1.613463e+02,1.616545e+02
1.889724e+00,2.813858e+00,4.124104e+00,6.459020e+01,7.021830e+01
2.078700e+00,2.765999e+00,4.201220e+00,3.558930e+01,4.239470e+01
2.267671e+00,2.720582e+00,4.279030e+00,3.795280e+01,3.986930e+01
2.456642e+00,2.677730e+00,4.357500e+00,4.809530e+01,4.838900e+01
2.645618e+00,2.637567e+00,4.436597e+00,6.248030e+01,6.218220e+01
2.834589e+00,2.600219e+00,4.516282e+00,7.012130e+01,6.588710e+01
3.023560e+00,2.565809e+00,4.596529e+00,7.891320e+01,7.094330e+01
3.212536e+00,2.534455e+00,4.677310e+00,8.365650e+01,7.297620e+01
3.401506e+00,2.506274e+00,4.758594e+00,8.708110e+01,7.363230e+01
3.590477e+00,2.481373e+00,4.840356e+00,8.931210e+01,7.197150e+01
3.779453e+00,2.459851e+00,4.922577e+00,9.058880e+01,7.066500e+01
4.157395e+00,2.427292e+00,5.088292e+00,9.121800e+01,6.690760e+01
4.535342e+00,2.409159e+00,5.255580e+00,9.169490e+01,6.690760e+01
4.913289e+00,2.405778e+00,5.424291e+00,9.051070e+01,6.194160e+01
5.291231e+00,2.417211e+00,5.594296e+00,9.137580e+01,6.205730e+01
5.669177e+00,2.443251e+00,5.765484e+00,9.375800e+01,6.396770e+01
6.047124e+00,2.483437e+00,5.937752e+00,9.796220e+01,6.775600e+01
6.425071e+00,2.537099e+00,6.111007e+00,1.038020e+02,7.328590e+01
6.803013e+00,2.603401e+00,6.285165e+00,1.115661e+02,8.071660e+01
7.180960e+00,2.681407e+00,6.460158e+00,1.210256e+02,8.981450e+01
7.558907e+00,2.770130e+00,6.635919e+00,1.318412e+02,1.002131e+02
8.503766e+00,3.032368e+00,7.078295e+00,1.617638e+02,1.283484e+02
9.448631e+00,3.341151e+00,7.524329e+00,1.896551e+02,1.518583e+02
1.039350e+01,3.684794e+00,7.973404e+00,2.093690e+02,1.650098e+02
1.511782e+00,3.102374e+00,4.159460e+00,3.768043e+02,3.697680e+02
1.700753e+00,3.049053e+00,4.234696e+00,1.559440e+02,1.498662e+02
1.889724e+00,2.997762e+00,4.310689e+00,6.060890e+01,5.937780e+01
2.078700e+00,2.948606e+00,4.387403e+00,3.721390e+01,3.411040e+01
2.267671e+00,2.901697e+00,4.464797e+00,3.927390e+01,3.700620e+01
2.456642e+00,2.857143e+00,4.542837e+00,5.351350e+01,5.145080e+01
2.645618e+00,2.815055e+00,4.621493e+00,7.098830e+01,6.774690e+01
2.834589e+00,2.775548e+00,4.700731e+00,8.081880e+01,7.662250e+01
3.023560e+00,2.738732e+00,4.780522e+00,9.256190e+01,8.428360e+01
3.212536e+00,2.704716e+00,4.860843e+00,1.011121e+02,8.878960e+01
3.401506e+00,2.673608e+00,4.941663e+00,1.046747e+02,9.004760e+01
3.590477e+00,2.645512e+00,5.022959e+00,1.068788e+02,8.971550e+01
3.779453e+00,2.620522e+00,5.104712e+00,1.078836e+02,8.703760e+01
4.157395e+00,2.580216e+00,5.269491e+00,1.075208e+02,8.243190e+01
4.535342e+00,2.553294e+00,5.435848e+00,1.090524e+02,8.703760e+01
4.913289e+00,2.540183e+00,5.603638e+00,1.080199e+02,8.243190e+01
5.291231e+00,2.541096e+00,5.772736e+00,1.046640e+02,7.471930e+01
5.669177e+00,2.556019e+00,5.943033e+00,1.062058e+02,7.587590e+01
